date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Cameroon,Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,"Macedonia, FYR",Madagascar (Malagasy),Malaysia,Mali,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia)
1997-01,69.0,0,28.0,4.343406593406593,0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,182.83333333333334,4.0,0.0,0.0,0.0,2.0,0.0,56.666666666666664,0.0,0.0,0.0,0.0,3816.2492424242428,0,6.0,0.0,1.3777777777777778,3.5,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.5,191.54761904761907,21.132569558101473,149.0,0.31313131313131315,0.0,0.0,0,1.4478021978021978,0.0,0.0,0.0,0.0,4.0,0,9.0,0.0,0.0,0.0,0,0.0,0.0,1.25,0.0,0.0,0.0,50.528780864987766,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,4.045329670329671,41.0,0.0,0.0,24.0,0.0,2.0,3.0,9.502331002331003,0,0.0,0.0,0.0,1,452.0,883.3345543345542,0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,310.0,647.0333333333333,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
1997-02,230.66666666666669,0,285.5,7.9230769230769225,0,0.0,0,0,0.0,0,4.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.1111111111111107,3.0,112.19999999999999,0.0,0.0,0.0,0.0,2274.102860501567,0,16.0,0.0,1.2444444444444445,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.355555555555554,182.0,4.085106382978723,0.0,0.2828282828282829,0.0,0.0,0,1.3076923076923077,0.0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,104.05556551246205,0.0,7.0,0,0.0,0.0,0.0,11.346193952033367,0.0,0.0,0,10.653846153846153,22.5,0.0,0.0,13.0,0.0,0.0,0.0,8.953120953120953,0,19.0,0.0,0.0,3,44.0,139.82905982905984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0
1997-03,346.0833333333333,0,176.0,11.468406593406595,0,0.0,0,0,0.0,0,2.0,0,0,0,0.0,0.0,0,1.0333333333333332,0.0,254.0,16.0,0.0,2.0,0.0,0.0,0.0,154.33333333333334,0.0,0.0,0.0,0.0,1369.9535838393094,0,0.0,0.0,12.744444444444444,3.1,0,0.0,0.0,0,0.0,2.0,0.0,0.0,0,0.0,0.0,182.9704980842912,8.214285714285714,0.0,0.0,3.313131313131313,0.0,0.0,0,105.78113553113553,0.0,0.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0,22.73333333333333,0.0,0.0,0.0,0.0,0.0,32.75678645678646,0.0,0.0,0,0.0,0.0,138.76556776556777,14.5281543274244,0.0,0.0,0,4.045329670329671,18.0,0.0,0.0,146.0,0.0,32.0,0.0,117.53566433566434,0,11.0,5.166666666666667,0.0,0,200.0,1676.5948717948718,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.75,12.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0
1997-04,287.5,0,89.0,5.2032967032967035,0,0.0,0,0,32.66666666666667,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,114.16666666666667,12.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,0.0,0.0,0.0,0.0,2385.1714342994615,0,4.0,0.0,13.333333333333332,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,67.66666666666667,8.142857142857142,0.0,0.0,0.10101010101010102,0.0,0.0,0,1.401098901098901,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.68931413414172,0.0,3.0,0,0.0,0.0,172.45054945054946,13.091762252346193,0.0,0.0,0,20.914835164835168,78.08333333333333,0.0,4.0,34.0,0.0,0.0,0.0,7.195804195804196,0,9.75,5.172413793103448,0.0,1,62.5,427.054945054945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.5,74.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1997-05,2027.4868421052631,0,181.0,4.343406593406593,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,3.0,0.0,199.0,1.0333333333333332,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1691.5661498708012,0,0.0,0.0,1.3777777777777778,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,96.3111111111111,25.214285714285715,0.0,974.4758620689655,0.0,0.0,0.0,0,1.4478021978021978,0.0,0.0,0.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,40.08516483516483,0.0,5.0,0,0.0,0.0,115.0989010989011,15.5281543274244,0.0,9.5,0,7.045329670329671,23.0,0.0,0.0,497.75409836065575,0.0,0.0,1.0,130.65466707205837,0,81.4322033898305,0.0,0.0,1,121.0,736.6501098901098,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.38095238095235,19.8125,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1997-06,1085.342105263158,0,47.0,4.2032967032967035,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,12.076086956521738,0.0,41.0,0.0,0.0,0.0,0.0,2.0689655172413794,0.0,94.0,0.0,3163.3783668907768,0.0,0.0,1317.5549318364074,0,8.0,0.0,1.3333333333333335,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,192.9230769230769,6.142857142857142,0.0,89.66666666666667,0.0,0.0,0.0,0,29.401098901098905,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,166.24908424908426,0.0,5.0,0,0.0,0.0,36.0,17.942127215849844,0.0,0.0,0,8.914835164835164,99.62626262626263,0.0,0.0,1162.1475409836066,0.0,0.0,0.0,166.48746081504703,0,47.644067796610166,0.0,0.0,0,426.0,74.57494505494506,0,0.0,23.666666666666668,0.0,0.0,0.0,0.0,0.0,355.42857142857144,140.5,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0
1997-07,741.1535087719299,0,93.28571428571428,21.34340659340659,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.33695652173913043,0.0,369.5,125.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,2285.210714338998,0.0,0.0,1132.6217054263566,0,10.0,0.0,0.0,3.0,0,0.0,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,176.93076923076922,7.2142857142857135,0.0,0.0,16.0,0.0,0.0,0,10.447802197802199,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,297.2184981684982,0.0,4.0,0,0.0,12.0,1.0,7.0,0.0,0.0,0,11.045329670329672,33.36363636363636,0.0,9.0,972.7032786885246,0.0,3.0,0.0,224.37223759846708,0,39.932203389830505,5.0,0.0,1,105.0,119.8901098901099,0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,239.7797619047619,85.28095238095239,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1997-08,693.4868421052631,0,97.0,5.376739926739926,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,8.33695652173913,0.0,52.0,137.37619047619046,0.0,0.0,0.0,0.0,0.0,106.0,0.0,2350.2440476723314,0.0,0.0,1274.6217054263568,0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,257.2,2.214285714285714,0.0,0.0,0.0,0.0,0.0,0,1.4478021978021978,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.085164835164836,0.0,1.0,0,0.0,0.0,86.66666666666667,8.666666666666666,0.0,0.0,0,7.545329670329671,9.0,0.0,0.0,182.0,0.0,67.5,0.0,92.43673976296927,0,73.77966101694915,4.133333333333333,0.0,0,566.0,481.89010989010984,0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,302.06666666666666,84.6923076923077,0.0,0,0.0,0,0.0,31.5,0.0,0.0,0.0
1997-09,1045.2966507177034,0,895.1190476190476,4.2032967032967035,0,0.0,0,0,1.0,0,1.0,0,0,4,0.0,0.0,0,5.260869565217391,0.0,146.66666666666669,92.57142857142857,0.0,0.0,0.0,0.0,0.0,40.45,83.0,1820.707831915911,0.0,11.0,31.279069767441857,0,5.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,89.8,9.142857142857142,0.0,278.1666666666667,5.0,0.0,0.0,0,1.401098901098901,0.0,0.0,0.0,0.0,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0,1.0824175824175823,0.0,1.0,0,0.0,5.230769230769231,48.0,22.0,0.0,0.0,0,22.20054945054945,0.0,0.0,0.0,0.0,0.0,97.0,1.0,111.44951564828612,0,0.0,0.0,0.0,3,214.0,135.05494505494505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.47619047619048,181.64102564102564,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1997-10,656.8030303030304,0,138.91666666666666,4.343406593406593,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,136.0,12.0,0.0,0.0,0.0,58.0,1.0,127.78095238095239,0.0,1021.5794255918819,0.0,0.0,20.10232558139535,0,11.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,71.0,2.214285714285714,4.0,776.6666666666667,0.0,0.0,0.0,0,6.447802197802197,0.0,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08516483516483517,0.0,5.0,0,0.0,55.47692307692308,0.0,26.0,0.0,0.0,0,14.473901098901099,6.5,0.0,0.0,229.0,0.0,248.0,1.0,119.49580081685791,0,0.0,16.0,0.0,1,449.0,62.89010989010988,0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,232.21428571428572,241.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1997-11,123.45454545454544,0,207.66666666666669,4.2032967032967035,0,0.0,0,0,0.0,0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,181.47619047619048,20.0,0.0,0.0,0.0,5.833333333333334,0.0,113.0,0.0,63.18509454949944,0.0,0.0,0.0,0,75.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,148.0,3.142857142857143,8.0,194.0,0.0,0.0,0.0,0,47.95282303902993,0.0,0.0,0.0,0.0,6.0,0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,149.13003663003664,0.0,0.0,0,0.0,8.307692307692308,36.0,0.0,0.0,2.0,0,10.289835164835164,15.5,0.0,0.0,1242.1034482758619,0.0,37.0,3.0,99.83313633794133,0,9.0,3.0,0.0,0,231.0,300.554945054945,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.5,19.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1997-12,175.13636363636363,0,439.66666666666663,29.076739926739926,0,0.0,0,0,0.0,0,2.0,0,0,0,0.0,0.0,0,12.0,0.0,31.0,126.0,0.0,0.0,0.0,66.77083333333333,0.0,64.0,0.0,2.5,0.0,0.0,44.0,0,3.0,0.0,0.0,0.0,0,0.0,7.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,186.33333333333334,4.2142857142857135,0.0,130.2,0.0,0.0,0.0,0,8.947802197802199,0.0,0.0,0.0,0.0,5.0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,45.0,0.0,0.0,0.0,21.513736263736266,0.0,3.0,0,0.0,0.0,46.83333333333333,0.0,0.0,0.0,0,0.17032967032967034,5.375,0.0,0.0,451.0,0.0,13.0,0.0,238.4103328365623,0,0.0,0.0,0.0,1,233.0,241.89010989010993,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,104.0,76.96666666666667,0.0,0,1.0,0,0.0,1.0,0.0,0.0,0.0
1998-01,650.0,0,284.03296703296706,32.81043956043956,0,0.0,0,0,2.8104395604395602,0,0.0,0,0,0,2.0,0.0,0,6.0,0.0,468.3333333333333,138.33333333333334,0.0,1.6181318681318682,0.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,3.142857142857143,0,0.0,0.0,0.0,9.623626373626374,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,119.3146447371613,4.129120879120879,0.0,0.0,0.0,0.0,0.0,0,136.839010989011,0.0,0.0,0.0,0.0,4.0214596724030685,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,8.888461538461538,0.0,6.0,0,0.0,0.0,49.0,23.0,0.0,0.0,0,0.0,5.0,0.0,0.0,146.0,0.0,10.0,100.55709836539793,175.97179487179488,0,0.0,0.0,0.0,3,61.0,1361.2514328808445,0,0.0,0.0,0.0,3.0,0.4258241758241758,0.0,0.0,115.0,32.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0
1998-02,108.8,0,342.30128205128204,11.538461538461538,0,0.0,0,0,2.5384615384615383,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,166.0,10.0,51.851851851851855,4.461538461538462,0.0,13.655172413793105,0.0,39.0,0.0,1.0,0.0,12.444444444444443,403.0,0,0.0,0.0,0.0,8.692307692307693,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,162.41000169808117,4.923076923076923,0.0,0.0,1.037037037037037,0.0,0.0,0,0.07692307692307693,0.0,0.0,0.0,0.0,12.637155297532656,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.037037037037037,0.0,0.0,0.0,32.61538461538461,0.0,3.0,0,0.0,0.0,0.0,9.0,0.0,0.0,0,8.0,0.0,0.0,0.0,476.8148148148148,0.0,23.0,112.59399223773832,582.407126302816,0,19.5,0.0,0.0,0,82.47058823529412,706.8376786612081,0,0.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.0,165.0,74.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1998-03,421.6666666666667,0,392.48534798534797,16.810439560439562,0,0.0,0,0,2.8104395604395602,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,69.0,9.0,1.5,1.6181318681318682,0.0,207.52298850574712,0.0,242.66666666666666,0.0,2.1818181818181817,0.0,8.0,89.58974358974359,0,17.0,0.0,0.0,9.623626373626374,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,56.28131140382796,2.129120879120879,6.0,0.0,0.0,0.0,0.0,0,0.08516483516483517,0.0,0.0,0.0,0.0,2.8516483516483517,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,129.08846153846153,0.0,16.0,0,0.0,0.0,30.0,0.0,0.0,0.0,0,15.833333333333332,34.0,0.0,0.0,103.0,0.0,0.0,198.94164786865247,207.66951199038976,0,79.0,0.0,0.0,0,261.0,851.9025533290239,0,0.0,77.43589743589745,0.0,1.0,0.4258241758241758,0.0,0.0,196.0,168.04444444444445,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1998-04,28.0,0,415.2835164835165,4.71978021978022,0,0.0,0,0,2.71978021978022,0,4.0,0,0,0,0.0,0.0,0,4.137931034482759,0.0,136.83333333333334,53.0,0.0,1.565934065934066,0.0,0.0,0.0,115.0,0.0,65.0,0.0,0.0,887.9230769230769,0,2.0,0.0,0.0,10.591875337776978,0,0.0,0.0,0,0.0,1.0344827586206897,0.0,0.0,0,0.0,0.0,93.04643039080125,7.12940507768094,0.0,1.0,0.0,0.0,0.0,0,0.08241758241758243,0.0,0.0,0.0,0.0,3.824175824175824,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,36.730769230769226,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,232.85714285714286,0.0,25.0,153.3813182139033,827.5396115117902,0,81.73333333333333,0.0,0.0,0,216.0,159.24725274725276,0,0.0,10.2,0.0,0.0,0.41208791208791207,0.0,0.0,259.2,154.3103448275862,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1998-05,95.0,0,731.5329670329671,14.810439560439562,0,0.0,0,0,2.8104395604395602,0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,14.0,68.0,0.0,1.6181318681318682,0.0,0.0,0.0,192.66801619433198,0.0,51.66666666666667,0.0,0.0,27.0,0,5.0,0.0,91.07112970711297,214.1482165375608,0,0.0,38.0,0,0.0,0.0,2.0,0.0,0,0.0,0.0,94.11464473716129,10.12912087912088,0.0,11.0,0.0,0.0,0.0,0,0.08516483516483517,0.0,0.0,0.0,0.0,10.85164835164835,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,155.5551282051282,0.0,26.0,0,0.0,0.0,3.0,28.635714285714283,0.0,0.0,0,8.0,12.0,0.0,0.0,86.0,0.0,114.0,167.9428897323044,900.2598086730636,0,130.9,0.0,0.0,2,249.63636363636363,547.0554945054945,0,0.0,15.399999999999999,0.0,0.0,0.4258241758241758,0.0,0.0,298.0,284.38888888888886,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0
1998-06,156.5,0,493.6168498168498,3.7197802197802203,0,0.0,0,0,2.71978021978022,0,5.0,0,0,0,0.0,0.0,0,0.0,0.0,128.0,3.0,0.0,1.565934065934066,0.0,0.0,0.0,41.801619433198375,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,102.15899581589959,107.55908845253107,0,0.0,0.0,0,0.0,0.0,0.0,302.5671239896353,0,0.0,0.0,153.186188326403,3.0604395604395607,3.0,39.0,1.0,0.0,0.0,0,0.08241758241758243,0.0,0.0,0.0,0.0,6.824175824175824,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,70.5912343470483,0.0,61.0,0,0.0,0.0,14.0,31.3,0.0,0.0,0,0.0,10.0,0.0,0.0,58.0,0.0,20.0,153.00901605562993,146.09178136003126,0,80.0,0.0,0.0,2,878.2727272727273,594.6955286093217,0,0.0,0.0,0.0,0.0,1.6120879120879121,0.0,0.0,240.0,139.16666666666666,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1998-07,453.0333333333333,0,166.53296703296704,21.81043956043956,0,0.0,0,0,2.8104395604395602,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,147.57142857142858,12.0,0.0,3.6181318681318677,0.0,0.0,0.0,68.5,0.0,0.0,0.0,0.0,28.666666666666664,0,3.0,0.0,101.43096234309624,709.6236263736264,0,0.0,0.0,0,0.0,0.0,0.0,114.9937347720153,0,0.0,0.0,236.12926332926332,13.462454212454213,0.0,41.0,0.0,0.0,0.0,0,0.08516483516483517,0.0,0.0,0.0,0.0,3.8516483516483513,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,16.42334525939177,0.0,21.0,0,0.0,0.0,99.0,17.0,0.0,0.0,0,0.0,43.0,0.0,0.0,235.0,0.0,5.0,187.44579117494004,292.8847114445757,0,0.0,38.391666666666666,0.0,0,217.21428571428572,727.8804945054944,0,0.0,0.0,0.0,0.0,0.4258241758241758,0.0,0.0,222.0,192.66666666666669,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
1998-08,8257.46551724138,0,201.53296703296704,67.81043956043956,0,0.0,0,0,2.8104395604395602,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,64.0,0.0,0.0,1.6181318681318682,0.0,0.0,0.0,484.79279279279274,0.0,43.059593632174284,0.0,0.0,3610.79373433584,0,0.0,0.0,101.43096234309624,9.623626373626374,0,0.0,0.0,0,0.0,0.0,0.0,2.93491124260355,0,0.0,0.0,311.14407814407815,2.129120879120879,2.0,12.0,0.0,0.0,0.0,0,57.51373626373626,0.0,0.0,0.0,0.0,8.85164835164835,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.788461538461537,0.0,29.0,0,0.0,0.0,75.0,17.0,0.0,0.0,0,1.0,7.5,0.0,0.0,181.0,0.0,80.0,135.17724261339993,177.58211404197837,0,0.0,1.0333333333333332,0.0,0,329.65934065934067,52.25549450549451,0,0.0,6.0,0.0,0.0,3.425824175824176,0.0,0.0,365.5,69.0,0.0,0,29.0,0,0.0,0.0,0.0,0.0,0.0
1998-09,1506.4411764705883,0,194.4835164835165,61.21978021978022,0,0.0,0,0,2.71978021978022,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,59.0,3.333333333333333,0.0,3.565934065934066,0.0,0.0,0.0,85.13063063063063,0.0,84.23229995810642,0.0,0.0,688.8406560208134,0,0.0,0.0,98.15899581589959,9.313186813186814,0,0.0,0.0,0,0.0,0.0,10.0,2.8402366863905324,0,0.0,0.0,183.98351648351647,2.0604395604395607,0.0,0.0,2.0,0.0,0.0,0,0.8888691953208082,0.0,0.0,0.0,0.0,0.8241758241758241,85,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.76525198938992,0.0,15.0,0,0.0,36.446280991735534,53.93103448275862,11.5,0.0,0.0,0,0.0,12.0,0.0,0.0,126.0,0.0,0.0,138.1910328755722,331.18832453583724,0,0.0,6.206896551724139,0.0,0,1615.576923076923,818.6123321123322,0,0.0,0.0,0.0,0.0,0.41208791208791207,0.0,0.0,145.66666666666669,123.15402298850574,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1998-10,957.0,0,337.02185592185594,241.81043956043956,0,0.0,0,0,2.8104395604395602,0,5.0,0,0,0,0.0,0.0,0,0.0,0.0,50.0,13.0,0.0,1.6181318681318682,0.0,0.0,0.0,211.76666666666668,0.0,117.7400432900433,0.0,0.0,168.46950916896202,0,0.0,0.0,101.43096234309624,21.46978021978022,0,0.0,0.0,0,0.0,0.0,0.0,214.93491124260353,0,0.0,0.0,156.53296703296704,26.46245421245421,2.0,0.0,2.0,0.0,0.0,0,220.58516483516485,0.0,0.0,0.0,0.0,6.851648351648351,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,31.788461538461537,0.0,56.0,0,0.0,37.66115702479339,25.46666666666667,6.0,0.0,0.0,0,2.0,7.0,0.0,2.0,18.0,0.0,87.0,56.61516853932584,611.8047590472464,0,0.0,0.0,0.0,0,349.35714285714283,228.1443833943834,0,0.0,0.0,0.0,8.0,0.4258241758241758,0.0,0.0,291.2142857142857,14.333333333333332,0.0,0,0.0,0,0.0,5.0,0.0,0.0,0.0
1998-11,530.4137931034483,0,113.35851648351648,186.3864468864469,0,0.0,0,0,2.71978021978022,0,4.0,0,0,0,0.0,0.0,0,4.0,0.0,132.0,0.0,1.0,1.565934065934066,0.0,0.0,0.0,315.1111111111111,0.0,41.93270300333704,0.0,0.0,1430.6290180897788,0,2.0,0.0,98.15899581589959,11.313186813186814,0,0.0,0.0,0,0.0,0.0,0.0,2.1775147928994083,0,0.0,0.0,108.48351648351648,23.39377289377289,0.0,1.0,0.0,0.0,0.0,0,0.08241758241758243,0.0,0.0,0.0,0.0,14.824175824175823,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,41.51402046229632,0.0,61.0,0,0.0,36.446280991735534,0.0,1.0,0.0,0.0,0,0.0,8.0,0.0,5.0,253.0,0.0,95.0,52.46629213483146,311.16306875713326,0,18.0,2.5,0.0,0,114.76190476190476,132.43772893772893,0,0.0,738.4230769230769,0.0,0.0,0.41208791208791207,0.0,0.0,261.57142857142856,70.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0
1998-12,1637.0,0,138.03296703296704,704.9336279662367,0,0.0,0,0,3.8104395604395602,0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,119.0,0.0,0.0,2.618131868131868,0.0,0.0,0.0,136.0,58.66666666666667,4403.125,0.0,0.0,1371.3382590138713,0,0.0,0.0,101.43096234309624,9.623626373626374,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,135.76630036630036,10.62912087912088,0.0,1.0,0.0,0.0,0.0,0,0.08516483516483517,0.0,0.0,0.0,0.0,12.85164835164835,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.2503663003663,0.0,57.0,0,0.0,37.66115702479339,55.57142857142857,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,78.42415730337079,1407.2431639756512,0,136.0,2.583333333333333,0.0,0,226.5,144.37454212454213,0,0.0,0.0,0.0,0.0,0.4258241758241758,0.0,0.0,54.0,69.6,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
1999-01,275.6666666666667,0,220.0,429.5963963963964,0,0.0,0,0,1.107142857142857,0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,154.0,0.0,0.0,0.7664835164835164,0.0,0.0,0.0,269.4455445544554,0.0,287.89295896956554,0.0,1.0,729.5383261288475,0,0.0,0.0,0.0,67.47252747252747,0,0.0,0.0,0,0.0,0.0,0.0,40.0,0,0.0,0.0,102.1,146.97058823529412,0.0,5.0,0.0,0.0,0.0,0,18.93681318681319,0.0,0.0,0.0,2.0666666666666664,0.6241610738255033,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,46.884798534798534,0.0,29.0,0,0.0,0.0,41.65413035240621,16.0,0.0,0.0,0,11.366666666666665,15.5,0.0,0.0,0.0,0.0,0.0,114.0,3303.952251872536,0,103.0,12.0,0.0,0,123.0,714.3618071583588,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,33.134408602150536,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0
